Sequence, Symbol, Real, Imag
1, 96, 0.70710678, -0.70710678
1, 97, 0.70710678, -0.70710678
1, 98, -0.70710678, 0.70710678
1, 99, 0.70710678, -0.70710678
1, 100, 0.70710678, -0.70710678
1, 101, 0.70710678, -0.70710678
1, 102, 0.70710678, -0.70710678
1, 103, -0.70710678, -0.70710678
1, 104, -0.70710678, -0.70710678
1, 105, -0.70710678, -0.70710678
1, 106, -0.70710678, 0.70710678
1, 107, -0.70710678, -0.70710678
1, 108, -0.70710678, 0.70710678
1, 109, -0.70710678, 0.70710678
1, 110, -0.70710678, -0.70710678
1, 111, -0.70710678, 0.70710678
1, 112, -0.70710678, -0.70710678
1, 113, -0.70710678, 0.70710678
1, 114, -0.70710678, 0.70710678
1, 115, -0.70710678, -0.70710678
1, 116, -0.70710678, -0.70710678
1, 117, -0.70710678, 0.70710678
1, 118, -0.70710678, -0.70710678
1, 119, -0.70710678, -0.70710678
1, 120, -0.70710678, 0.70710678
1, 121, 0.70710678, 0.70710678
1, 122, 0.70710678, 0.70710678
1, 123, 0.70710678, -0.70710678
1, 124, -0.70710678, -0.70710678
1, 125, -0.70710678, 0.70710678
1, 126, 0.70710678, -0.70710678
1, 127, -0.70710678, -0.70710678
1, 128, 0.70710678, 0.70710678
1, 129, 0.70710678, 0.70710678
1, 130, -0.70710678, 0.70710678
1, 131, 0.70710678, 0.70710678
1, 132, 0.70710678, -0.70710678
1, 133, -0.70710678, 0.70710678
1, 134, 0.70710678, -0.70710678
1, 135, 0.70710678, -0.70710678
1, 136, -0.70710678, -0.70710678
1, 137, 0.70710678, 0.70710678
1, 138, -0.70710678, 0.70710678
1, 139, 0.70710678, 0.70710678
1, 140, -0.70710678, -0.70710678
1, 141, 0.70710678, 0.70710678
1, 142, 0.70710678, 0.70710678
1, 143, -0.70710678, -0.70710678
1, 144, 0.70710678, -0.70710678
1, 145, -0.70710678, 0.70710678
1, 146, 0.70710678, -0.70710678
1, 147, 0.70710678, -0.70710678
1, 148, 0.70710678, -0.70710678
1, 149, 0.70710678, -0.70710678
1, 150, -0.70710678, 0.70710678
1, 151, 0.70710678, -0.70710678
1, 152, 0.70710678, -0.70710678
1, 153, -0.70710678, -0.70710678
1, 154, 0.70710678, -0.70710678
1, 155, 0.70710678, -0.70710678
1, 156, 0.70710678, 0.70710678
1, 157, 0.70710678, -0.70710678
1, 158, -0.70710678, 0.70710678
1, 159, 0.70710678, 0.70710678
1, 160, 0.70710678, -0.70710678
1, 161, -0.70710678, -0.70710678
1, 162, -0.70710678, -0.70710678
1, 163, 0.70710678, -0.70710678
1, 164, -0.70710678, -0.70710678
1, 165, -0.70710678, -0.70710678
1, 166, 0.70710678, 0.70710678
1, 167, 0.70710678, -0.70710678
1, 168, -0.70710678, -0.70710678
1, 169, -0.70710678, -0.70710678
1, 170, -0.70710678, 0.70710678
1, 171, 0.70710678, 0.70710678
1, 172, 0.70710678, 0.70710678
1, 173, -0.70710678, -0.70710678
1, 174, 0.70710678, -0.70710678
1, 175, -0.70710678, 0.70710678
1, 176, -0.70710678, -0.70710678
1, 177, 0.70710678, 0.70710678
1, 178, 0.70710678, -0.70710678
1, 179, -0.70710678, 0.70710678
1, 180, 0.70710678, -0.70710678
1, 181, 0.70710678, -0.70710678
1, 182, 0.70710678, 0.70710678
1, 183, 0.70710678, -0.70710678
1, 184, 0.70710678, 0.70710678
1, 185, -0.70710678, -0.70710678
1, 186, -0.70710678, -0.70710678
1, 187, 0.70710678, -0.70710678
1, 188, -0.70710678, -0.70710678
1, 189, 0.70710678, 0.70710678
1, 190, -0.70710678, 0.70710678
1, 191, -0.70710678, 0.70710678
1, 192, -0.70710678, -0.70710678
1, 193, 0.70710678, -0.70710678
1, 194, -0.70710678, 0.70710678
1, 195, 0.70710678, -0.70710678
1, 196, 0.70710678, 0.70710678
1, 197, 0.70710678, 0.70710678
1, 198, 0.70710678, 0.70710678
1, 199, 0.70710678, 0.70710678
1, 200, 0.70710678, 0.70710678
1, 201, -0.70710678, 0.70710678
1, 202, 0.70710678, 0.70710678
1, 203, -0.70710678, 0.70710678
1, 204, -0.70710678, -0.70710678
1, 205, 0.70710678, 0.70710678
1, 206, 0.70710678, -0.70710678
1, 207, -0.70710678, -0.70710678
1, 208, 0.70710678, 0.70710678
1, 209, 0.70710678, 0.70710678
1, 210, -0.70710678, -0.70710678
1, 211, 0.70710678, 0.70710678
1, 212, 0.70710678, -0.70710678
1, 213, 0.70710678, -0.70710678
1, 214, -0.70710678, -0.70710678
1, 215, -0.70710678, 0.70710678
1, 216, -0.70710678, 0.70710678
1, 217, 0.70710678, 0.70710678
1, 218, 0.70710678, 0.70710678
1, 219, -0.70710678, -0.70710678
1, 220, 0.70710678, -0.70710678
1, 221, 0.70710678, -0.70710678
1, 222, -0.70710678, -0.70710678
1, 223, -0.70710678, 0.70710678
1, 224, 0.70710678, -0.70710678
1, 225, 0.70710678, 0.70710678
1, 226, 0.70710678, 0.70710678
1, 227, -0.70710678, 0.70710678
1, 228, 0.70710678, 0.70710678
1, 229, 0.70710678, -0.70710678
1, 230, -0.70710678, 0.70710678
1, 231, 0.70710678, 0.70710678
1, 232, -0.70710678, -0.70710678
1, 233, -0.70710678, 0.70710678
1, 234, 0.70710678, 0.70710678
1, 235, -0.70710678, 0.70710678
1, 236, 0.70710678, 0.70710678
1, 237, -0.70710678, -0.70710678
1, 238, 0.70710678, -0.70710678
1, 239, 0.70710678, -0.70710678
1, 240, 0.70710678, -0.70710678
1, 241, -0.70710678, -0.70710678
1, 242, -0.70710678, 0.70710678
1, 243, -0.70710678, -0.70710678
1, 244, 0.70710678, -0.70710678
1, 245, 0.70710678, -0.70710678
1, 246, -0.70710678, -0.70710678
1, 247, -0.70710678, 0.70710678
1, 248, 0.70710678, -0.70710678
1, 249, -0.70710678, -0.70710678
1, 250, 0.70710678, -0.70710678
1, 251, -0.70710678, -0.70710678
1, 252, -0.70710678, 0.70710678
1, 253, -0.70710678, -0.70710678
1, 254, -0.70710678, -0.70710678
1, 255, 0.70710678, 0.70710678
1, 256, 0.70710678, -0.70710678
1, 257, 0.70710678, -0.70710678
1, 258, 0.70710678, -0.70710678
1, 259, -0.70710678, -0.70710678
1, 260, -0.70710678, 0.70710678
1, 261, 0.70710678, 0.70710678
1, 262, 0.70710678, -0.70710678
1, 263, 0.70710678, 0.70710678
1, 264, 0.70710678, 0.70710678
1, 265, 0.70710678, 0.70710678
1, 266, 0.70710678, 0.70710678
1, 267, -0.70710678, 0.70710678
1, 268, -0.70710678, 0.70710678
1, 269, -0.70710678, 0.70710678
1, 270, 0.70710678, 0.70710678
1, 271, 0.70710678, -0.70710678
1, 272, -0.70710678, -0.70710678
1, 273, 0.70710678, 0.70710678
1, 274, 0.70710678, -0.70710678
1, 275, 0.70710678, 0.70710678
1, 276, 0.70710678, -0.70710678
1, 277, -0.70710678, 0.70710678
1, 278, -0.70710678, 0.70710678
1, 279, -0.70710678, 0.70710678
1, 280, 0.70710678, 0.70710678
1, 281, -0.70710678, -0.70710678
1, 282, 0.70710678, -0.70710678
1, 283, -0.70710678, 0.70710678
1, 284, 0.70710678, 0.70710678
1, 285, -0.70710678, -0.70710678
1, 286, -0.70710678, 0.70710678
1, 287, -0.70710678, -0.70710678
1, 288, -0.70710678, 0.70710678
1, 289, -0.70710678, -0.70710678
1, 290, -0.70710678, 0.70710678
1, 291, 0.70710678, -0.70710678
1, 292, -0.70710678, 0.70710678
1, 293, 0.70710678, -0.70710678
1, 294, 0.70710678, 0.70710678
1, 295, 0.70710678, 0.70710678
1, 296, -0.70710678, 0.70710678
1, 297, -0.70710678, 0.70710678
1, 298, 0.70710678, 0.70710678
1, 299, -0.70710678, 0.70710678
1, 300, 0.70710678, -0.70710678
1, 301, 0.70710678, 0.70710678
1, 302, 0.70710678, -0.70710678
1, 303, -0.70710678, -0.70710678
1, 304, -0.70710678, 0.70710678
1, 305, -0.70710678, 0.70710678
1, 306, 0.70710678, 0.70710678
1, 307, -0.70710678, 0.70710678
1, 308, 0.70710678, -0.70710678
1, 309, -0.70710678, -0.70710678
1, 310, -0.70710678, 0.70710678
1, 311, -0.70710678, -0.70710678
1, 312, -0.70710678, 0.70710678
1, 313, -0.70710678, -0.70710678
1, 314, 0.70710678, -0.70710678
1, 315, -0.70710678, -0.70710678
1, 316, 0.70710678, -0.70710678
1, 317, -0.70710678, 0.70710678
1, 318, -0.70710678, -0.70710678
1, 319, -0.70710678, -0.70710678
1, 320, -0.70710678, -0.70710678
1, 321, -0.70710678, 0.70710678
1, 322, -0.70710678, -0.70710678
1, 323, -0.70710678, 0.70710678
1, 324, -0.70710678, 0.70710678
1, 325, 0.70710678, 0.70710678
1, 326, -0.70710678, -0.70710678
1, 327, 0.70710678, 0.70710678
1, 328, 0.70710678, -0.70710678
1, 329, 0.70710678, -0.70710678
1, 330, 0.70710678, -0.70710678
1, 331, -0.70710678, -0.70710678
1, 332, 0.70710678, 0.70710678
1, 333, -0.70710678, 0.70710678
1, 334, -0.70710678, -0.70710678
1, 335, 0.70710678, 0.70710678
1, 336, -0.70710678, 0.70710678
1, 337, 0.70710678, -0.70710678
1, 338, 0.70710678, -0.70710678
1, 339, -0.70710678, 0.70710678
1, 340, -0.70710678, 0.70710678
1, 341, -0.70710678, -0.70710678
1, 342, -0.70710678, -0.70710678
1, 343, -0.70710678, 0.70710678
1, 344, -0.70710678, -0.70710678
1, 345, -0.70710678, -0.70710678
1, 346, -0.70710678, 0.70710678
1, 347, 0.70710678, 0.70710678
1, 348, 0.70710678, 0.70710678
1, 349, 0.70710678, 0.70710678
1, 350, 0.70710678, 0.70710678
1, 351, 0.70710678, -0.70710678
1, 352, 0.70710678, 0.70710678
1, 353, -0.70710678, -0.70710678
1, 354, -0.70710678, 0.70710678
1, 355, -0.70710678, 0.70710678
1, 356, 0.70710678, 0.70710678
1, 357, 0.70710678, 0.70710678
1, 358, 0.70710678, 0.70710678
1, 359, -0.70710678, -0.70710678
1, 360, -0.70710678, -0.70710678
1, 361, -0.70710678, -0.70710678
1, 362, 0.70710678, 0.70710678
1, 363, 0.70710678, 0.70710678
1, 364, 0.70710678, 0.70710678
1, 365, -0.70710678, -0.70710678
1, 366, 0.70710678, 0.70710678
1, 367, -0.70710678, 0.70710678
1, 368, -0.70710678, 0.70710678
1, 369, 0.70710678, -0.70710678
1, 370, -0.70710678, 0.70710678
1, 371, 0.70710678, 0.70710678
1, 372, 0.70710678, -0.70710678
1, 373, 0.70710678, -0.70710678
1, 374, 0.70710678, -0.70710678
1, 375, -0.70710678, -0.70710678
1, 376, 0.70710678, 0.70710678
1, 377, -0.70710678, -0.70710678
1, 378, -0.70710678, 0.70710678
1, 379, -0.70710678, 0.70710678
1, 380, 0.70710678, -0.70710678
1, 381, 0.70710678, 0.70710678
1, 382, -0.70710678, -0.70710678
1, 383, 0.70710678, 0.70710678
1, 384, -0.70710678, 0.70710678
1, 385, -0.70710678, 0.70710678
1, 386, 0.70710678, 0.70710678
1, 387, -0.70710678, -0.70710678
1, 388, 0.70710678, 0.70710678
1, 389, 0.70710678, 0.70710678
1, 390, 0.70710678, -0.70710678
1, 391, -0.70710678, -0.70710678
1, 392, 0.70710678, -0.70710678
1, 393, -0.70710678, 0.70710678
1, 394, 0.70710678, 0.70710678
1, 395, 0.70710678, -0.70710678
1, 396, -0.70710678, 0.70710678
1, 397, -0.70710678, -0.70710678
1, 398, -0.70710678, -0.70710678
1, 399, 0.70710678, 0.70710678
1, 400, 0.70710678, -0.70710678
1, 401, -0.70710678, -0.70710678
1, 402, -0.70710678, -0.70710678
1, 403, -0.70710678, 0.70710678
1, 404, 0.70710678, 0.70710678
1, 405, -0.70710678, -0.70710678
1, 406, 0.70710678, -0.70710678
1, 407, 0.70710678, -0.70710678
1, 408, 0.70710678, -0.70710678
1, 409, 0.70710678, -0.70710678
1, 410, 0.70710678, -0.70710678
1, 411, 0.70710678, -0.70710678
1, 412, -0.70710678, 0.70710678
1, 413, -0.70710678, 0.70710678
1, 414, 0.70710678, 0.70710678
1, 415, -0.70710678, 0.70710678
1, 416, 0.70710678, -0.70710678
1, 417, -0.70710678, -0.70710678
1, 418, -0.70710678, 0.70710678
1, 419, 0.70710678, 0.70710678
1, 420, 0.70710678, 0.70710678
1, 421, 0.70710678, -0.70710678
1, 422, -0.70710678, -0.70710678
1, 423, -0.70710678, 0.70710678
1, 424, 0.70710678, -0.70710678
1, 425, 0.70710678, 0.70710678
1, 426, -0.70710678, 0.70710678
1, 427, 0.70710678, 0.70710678
1, 428, 0.70710678, -0.70710678
1, 429, -0.70710678, -0.70710678
1, 430, -0.70710678, 0.70710678
1, 431, -0.70710678, 0.70710678
1, 432, -0.70710678, 0.70710678
1, 433, -0.70710678, 0.70710678
1, 434, -0.70710678, 0.70710678
1, 435, 0.70710678, 0.70710678
1, 436, -0.70710678, -0.70710678
1, 437, 0.70710678, -0.70710678
1, 438, 0.70710678, 0.70710678
1, 439, 0.70710678, 0.70710678
1, 440, -0.70710678, 0.70710678
1, 441, -0.70710678, -0.70710678
1, 442, -0.70710678, 0.70710678
1, 443, 0.70710678, -0.70710678
1, 444, -0.70710678, -0.70710678
1, 445, -0.70710678, -0.70710678
1, 446, 0.70710678, 0.70710678
1, 447, -0.70710678, 0.70710678
1, 448, 0.70710678, 0.70710678
1, 449, -0.70710678, 0.70710678
1, 450, -0.70710678, 0.70710678
1, 451, 0.70710678, -0.70710678
1, 452, 0.70710678, 0.70710678
1, 453, -0.70710678, -0.70710678
1, 454, -0.70710678, -0.70710678
1, 455, 0.70710678, -0.70710678
1, 456, 0.70710678, 0.70710678
1, 457, 0.70710678, 0.70710678
1, 458, 0.70710678, 0.70710678
1, 459, 0.70710678, 0.70710678
1, 460, -0.70710678, -0.70710678
1, 461, -0.70710678, -0.70710678
1, 462, 0.70710678, 0.70710678
1, 463, -0.70710678, 0.70710678
1, 464, -0.70710678, -0.70710678
1, 465, -0.70710678, 0.70710678
1, 466, -0.70710678, -0.70710678
1, 467, 0.70710678, -0.70710678
1, 468, -0.70710678, -0.70710678
1, 469, -0.70710678, 0.70710678
1, 470, 0.70710678, -0.70710678
1, 471, 0.70710678, 0.70710678
1, 472, 0.70710678, -0.70710678
1, 473, -0.70710678, -0.70710678
1, 474, -0.70710678, -0.70710678
1, 475, -0.70710678, 0.70710678
1, 476, 0.70710678, 0.70710678
1, 477, 0.70710678, 0.70710678
1, 478, 0.70710678, -0.70710678
1, 479, -0.70710678, -0.70710678
1, 480, -0.70710678, -0.70710678
1, 481, -0.70710678, -0.70710678
1, 482, -0.70710678, 0.70710678
1, 483, 0.70710678, 0.70710678
1, 484, 0.70710678, -0.70710678
1, 485, 0.70710678, -0.70710678
1, 486, -0.70710678, -0.70710678
1, 487, 0.70710678, -0.70710678
1, 488, 0.70710678, -0.70710678
1, 489, -0.70710678, 0.70710678
1, 490, -0.70710678, 0.70710678
1, 491, -0.70710678, 0.70710678
1, 492, 0.70710678, 0.70710678
1, 493, -0.70710678, -0.70710678
1, 494, 0.70710678, 0.70710678
1, 495, -0.70710678, 0.70710678
1, 496, -0.70710678, 0.70710678
1, 497, -0.70710678, 0.70710678
1, 498, -0.70710678, 0.70710678
1, 499, -0.70710678, 0.70710678
1, 500, -0.70710678, 0.70710678
1, 501, 0.70710678, 0.70710678
1, 502, -0.70710678, -0.70710678
1, 503, 0.70710678, 0.70710678
1, 504, 0.70710678, 0.70710678
1, 505, -0.70710678, -0.70710678
1, 506, -0.70710678, 0.70710678
1, 507, -0.70710678, -0.70710678
1, 508, -0.70710678, -0.70710678
1, 509, -0.70710678, -0.70710678
1, 510, -0.70710678, 0.70710678
1, 511, 0.70710678, -0.70710678
1, 512, 0.70710678, -0.70710678
1, 513, 0.70710678, -0.70710678
1, 514, 0.70710678, 0.70710678
1, 515, 0.70710678, -0.70710678
1, 516, 0.70710678, 0.70710678
1, 517, 0.70710678, -0.70710678
1, 518, -0.70710678, 0.70710678
1, 519, -0.70710678, 0.70710678
1, 520, 0.70710678, -0.70710678
1, 521, -0.70710678, 0.70710678
1, 522, 0.70710678, -0.70710678
1, 523, 0.70710678, 0.70710678
1, 524, -0.70710678, -0.70710678
1, 525, -0.70710678, 0.70710678
1, 526, 0.70710678, 0.70710678
1, 527, -0.70710678, 0.70710678
1, 528, 0.70710678, -0.70710678
1, 529, 0.70710678, -0.70710678
1, 530, -0.70710678, -0.70710678
1, 531, 0.70710678, -0.70710678
1, 532, 0.70710678, -0.70710678
1, 533, 0.70710678, -0.70710678
1, 534, 0.70710678, 0.70710678
1, 535, 0.70710678, -0.70710678
1, 536, 0.70710678, -0.70710678
1, 537, -0.70710678, 0.70710678
1, 538, 0.70710678, 0.70710678
1, 539, -0.70710678, -0.70710678
1, 540, 0.70710678, 0.70710678
1, 541, 0.70710678, -0.70710678
1, 542, -0.70710678, -0.70710678
1, 543, -0.70710678, -0.70710678
1, 544, 0.70710678, -0.70710678
1, 545, -0.70710678, 0.70710678
1, 546, -0.70710678, -0.70710678
1, 547, 0.70710678, -0.70710678
1, 548, -0.70710678, -0.70710678
1, 549, -0.70710678, -0.70710678
1, 550, 0.70710678, -0.70710678
1, 551, -0.70710678, -0.70710678
1, 552, -0.70710678, 0.70710678
1, 553, 0.70710678, -0.70710678
1, 554, -0.70710678, 0.70710678
1, 555, -0.70710678, -0.70710678
1, 556, 0.70710678, 0.70710678
1, 557, 0.70710678, -0.70710678
1, 558, 0.70710678, -0.70710678
1, 559, -0.70710678, -0.70710678
1, 560, -0.70710678, 0.70710678
1, 561, -0.70710678, -0.70710678
1, 562, 0.70710678, 0.70710678
1, 563, 0.70710678, 0.70710678
1, 564, 0.70710678, -0.70710678
1, 565, 0.70710678, 0.70710678
1, 566, -0.70710678, 0.70710678
1, 567, 0.70710678, -0.70710678
1, 568, 0.70710678, -0.70710678
1, 569, 0.70710678, 0.70710678
1, 570, 0.70710678, -0.70710678
1, 571, 0.70710678, -0.70710678
1, 572, 0.70710678, 0.70710678
1, 573, 0.70710678, -0.70710678
1, 574, 0.70710678, 0.70710678
1, 575, 0.70710678, -0.70710678
1, 576, -0.70710678, -0.70710678
1, 577, 0.70710678, -0.70710678
1, 578, 0.70710678, 0.70710678
1, 579, -0.70710678, -0.70710678
1, 580, 0.70710678, -0.70710678
1, 581, -0.70710678, -0.70710678
1, 582, -0.70710678, 0.70710678
1, 583, 0.70710678, 0.70710678
1, 584, 0.70710678, -0.70710678
1, 585, -0.70710678, 0.70710678
1, 586, -0.70710678, -0.70710678
1, 587, 0.70710678, -0.70710678
1, 588, 0.70710678, -0.70710678
1, 589, -0.70710678, 0.70710678
1, 590, 0.70710678, 0.70710678
1, 591, -0.70710678, -0.70710678
1, 592, -0.70710678, -0.70710678
1, 593, -0.70710678, -0.70710678
1, 594, 0.70710678, -0.70710678
1, 595, 0.70710678, 0.70710678
1, 596, -0.70710678, -0.70710678
1, 597, 0.70710678, 0.70710678
1, 598, -0.70710678, 0.70710678
1, 599, 0.70710678, 0.70710678
1, 600, -0.70710678, -0.70710678
1, 601, 0.70710678, -0.70710678
1, 602, -0.70710678, 0.70710678
1, 603, 0.70710678, 0.70710678
1, 604, -0.70710678, 0.70710678
1, 605, -0.70710678, -0.70710678
1, 606, 0.70710678, 0.70710678
1, 607, -0.70710678, -0.70710678
1, 608, -0.70710678, -0.70710678
1, 609, 0.70710678, 0.70710678
1, 610, -0.70710678, 0.70710678
1, 611, 0.70710678, 0.70710678
1, 612, 0.70710678, 0.70710678
1, 613, 0.70710678, 0.70710678
1, 614, -0.70710678, -0.70710678
1, 615, -0.70710678, -0.70710678
1, 616, 0.70710678, -0.70710678
1, 617, -0.70710678, 0.70710678
1, 618, -0.70710678, 0.70710678
1, 619, -0.70710678, 0.70710678
1, 620, -0.70710678, -0.70710678
1, 621, -0.70710678, -0.70710678
1, 622, 0.70710678, -0.70710678
1, 623, -0.70710678, 0.70710678
1, 624, 0.70710678, -0.70710678
1, 625, -0.70710678, 0.70710678
1, 626, -0.70710678, -0.70710678
1, 627, -0.70710678, 0.70710678
1, 628, 0.70710678, -0.70710678
1, 629, 0.70710678, -0.70710678
1, 630, 0.70710678, -0.70710678
1, 631, -0.70710678, -0.70710678
1, 632, 0.70710678, 0.70710678
1, 633, -0.70710678, -0.70710678
1, 634, -0.70710678, 0.70710678
1, 635, 0.70710678, 0.70710678
1, 636, -0.70710678, -0.70710678
1, 637, -0.70710678, 0.70710678
1, 638, 0.70710678, -0.70710678
1, 639, 0.70710678, 0.70710678
1, 640, -0.70710678, -0.70710678
1, 641, 0.70710678, 0.70710678
1, 642, 0.70710678, -0.70710678
1, 643, 0.70710678, 0.70710678
1, 644, 0.70710678, -0.70710678
1, 645, 0.70710678, -0.70710678
1, 646, -0.70710678, -0.70710678
1, 647, -0.70710678, 0.70710678
1, 648, 0.70710678, -0.70710678
1, 649, 0.70710678, 0.70710678
1, 650, -0.70710678, -0.70710678
1, 651, 0.70710678, 0.70710678
1, 652, -0.70710678, -0.70710678
1, 653, -0.70710678, 0.70710678
1, 654, 0.70710678, 0.70710678
1, 655, 0.70710678, -0.70710678
1, 656, 0.70710678, 0.70710678
1, 657, 0.70710678, 0.70710678
1, 658, 0.70710678, -0.70710678
1, 659, 0.70710678, 0.70710678
1, 660, 0.70710678, -0.70710678
1, 661, 0.70710678, 0.70710678
1, 662, 0.70710678, 0.70710678
1, 663, 0.70710678, -0.70710678
1, 664, -0.70710678, 0.70710678
1, 665, 0.70710678, 0.70710678
1, 666, -0.70710678, 0.70710678
1, 667, 0.70710678, -0.70710678
1, 668, -0.70710678, 0.70710678
1, 669, 0.70710678, 0.70710678
1, 670, -0.70710678, 0.70710678
1, 671, 0.70710678, 0.70710678
1, 672, -0.70710678, 0.70710678
1, 673, -0.70710678, -0.70710678
1, 674, -0.70710678, -0.70710678
1, 675, 0.70710678, -0.70710678
1, 676, 0.70710678, -0.70710678
1, 677, 0.70710678, 0.70710678
1, 678, 0.70710678, -0.70710678
1, 679, -0.70710678, 0.70710678
1, 680, -0.70710678, 0.70710678
1, 681, -0.70710678, -0.70710678
1, 682, -0.70710678, -0.70710678
1, 683, 0.70710678, 0.70710678
1, 684, 0.70710678, 0.70710678
1, 685, -0.70710678, 0.70710678
1, 686, 0.70710678, -0.70710678
1, 687, -0.70710678, 0.70710678
1, 688, 0.70710678, 0.70710678
1, 689, -0.70710678, 0.70710678
1, 690, 0.70710678, 0.70710678
1, 691, 0.70710678, 0.70710678
1, 692, 0.70710678, 0.70710678
1, 693, -0.70710678, 0.70710678
1, 694, -0.70710678, -0.70710678
1, 695, 0.70710678, -0.70710678
1, 696, 0.70710678, 0.70710678
1, 697, -0.70710678, 0.70710678
1, 698, 0.70710678, 0.70710678
1, 699, -0.70710678, -0.70710678
1, 700, 0.70710678, 0.70710678
1, 701, -0.70710678, 0.70710678
1, 702, -0.70710678, -0.70710678
1, 703, 0.70710678, 0.70710678
1, 704, 0.70710678, 0.70710678
1, 705, 0.70710678, -0.70710678
1, 706, 0.70710678, 0.70710678
1, 707, -0.70710678, 0.70710678
1, 708, 0.70710678, -0.70710678
1, 709, -0.70710678, 0.70710678
1, 710, -0.70710678, -0.70710678
1, 711, 0.70710678, 0.70710678
1, 712, -0.70710678, 0.70710678
1, 713, 0.70710678, 0.70710678
1, 714, -0.70710678, -0.70710678
1, 715, 0.70710678, -0.70710678
1, 716, 0.70710678, 0.70710678
1, 717, -0.70710678, -0.70710678
1, 718, 0.70710678, 0.70710678
1, 719, -0.70710678, -0.70710678
1, 720, 0.70710678, -0.70710678
1, 721, 0.70710678, -0.70710678
1, 722, 0.70710678, 0.70710678
1, 723, 0.70710678, -0.70710678
1, 724, 0.70710678, 0.70710678
1, 725, 0.70710678, 0.70710678
1, 726, -0.70710678, -0.70710678
1, 727, 0.70710678, -0.70710678
1, 728, -0.70710678, -0.70710678
1, 729, -0.70710678, 0.70710678
1, 730, 0.70710678, 0.70710678
1, 731, 0.70710678, 0.70710678
1, 732, -0.70710678, 0.70710678
1, 733, 0.70710678, -0.70710678
1, 734, -0.70710678, 0.70710678
1, 735, 0.70710678, -0.70710678
